texto,sentimento
"dps que eu parei de usar roupa da lilica ripilica, perfume da barbie, ter coleção de barbie e comprar revistas da capricho eu tô passando por muitos perrengues",-1
meu perfume da capricho quebrou o spray aí eu pedi pra minha mãe colocar em outro frasco ela demorou tanto tempo que eu esqueci que tinha esse perfume,-1
a adolescente q mora em mim precisa repor o perfume da capricho q acabou kkk,0
Nao aguento mais esse perfume da capricho vou jogar ele na parede,-1
Usando perfume masculino pq o meu da capricho acabou 😔 ainda bem q meu namorado eh 50% viado,-1
@AlyClaas @mmarinard Amo aquele teu perfume da capricho rosa kkkkkkkkkkkkk,1
"#promoção #oferta 

💵 Por: R$ 103,90 
🛒 Link: https://t.co/L9zS7nV6uY 
Kit Presente Nativa SPA Ameixa (3 itens) https://t.co/lZSq8hhxXO",0
o nativa spa de ameixa negra é o suprassumo dos cremes,1
"Eu juro kkkkkkkkkkk botando uns importados que nunca vi usar enfim 
Cheiro da gata:
Florata  red
Hello hello
Ch supreme
Humor tradicional
Ameixa nativa spa",0
"@Mavedra_ Saiu de linha o Nativa Spa, quando o meu acabar, experimento esse, minha consultora de cosméticos. Hahahahhah",0
Não satisfeita encomendei duas Tupperware e comprei um esfoliante da nativaSPA,1
"@AD0LFZ preciso de um canal de live do adolfo, isso é bom demais KKKKKKKKKKKKK",0
@leaveyaferreira Nativa spa ameixa negra,0
"saiu uma linha da nativa spa de morango, sinto que serei OBRIGADA a gastar 🤡",0
"@trinelidias Trinelli, nova linha da nativa SPA, morango rubi, divinooooo, cheirosissimo. Só não sei se tem perfume",1
"O coffe com o hidratante de ameixa da NativaSpa, ou com o elyseé success 😮‍💨",1
"A cantora @RebeccaOficial é a nova cara da marca @oBoticario 😍

A marca que lançou recentemente Nativa SPA Morango Ruby, linha de cuidados para corpo e cabelo inspirada no morango, fruta que é símbolo de sofisticação e amada pelas brasileiras. 🫶🏾

#Uccchella 🍓",0
O creme da nativa spa é tudo pra mim 😍,1
"@valmptt o morango Ruby da nativaspa, e o mesmo que o teu...",0
@GabiLindaa22 Nativa SPA sempre conquistando nossos corações 😍,1
"@martamachado241 @RebeccaOficial Assim como a Rebecca, o Nativa SPA Morango Ruby conquistando nossos corações 😍🍓",1
"Tomei um banho hiper quente, passei um óleo da nativa SPA no corpo e deitei dnv 🥶 agr vou por uns clipes de pagode na TV e fumar um back",1
@oBoticario boti cadê o cupom de desconto pra gente comprar os produtos Nativa Spa morango ruby? ❤️,0
@femalesrebel Nativa SPA Morango Ruby é muita potência! 😍🍓,1
@tavares_thayy Oi @tavares_thayy ! Lembrei que você ama as linhas da Nativa Spa então vim contar #MeuSegredo: lancei uma nova linha de morango 👀🍓 Vem cá conhecer!  https://t.co/QJ9YtOCcwF,0
@kidrauhlien Passando pra contar #MeuSegredo: Nativa Spa Morango Ruby foi lançadoooo 😍🍓 Se você gosta de morango vai AMAR o novo lançamento: Morango Ruby 😍🍓 https://t.co/QJ9YtOCcwF,0
@hnabeatriz_ #MeuSegredo é criar os melhores cheirinhos 🍓 Já foi conhecer o novo lançamento Nativa Spa Morango Ruby?,0
@k20061583 Todo trabalhado na potência do vermelho de Nativa Spa Morango Ruby 😏🍓 #MeuSegredo,1
@jesgaaaa_ Apaixonado estou com a nova linha da Nativa Spa Morango Ruby 😍🍓 #MeuSegredo,1
@a_glauciane Impossível não ficar cheirosa com toda a potência da linha Nativa Spa Morango Ruby 😍🍓 #MeuSegredo,1
"Loção Antioxidante Desodorante Corporal Nativa SPA Morango Ruby 400ml.
Veja e compre através da nossa loja virtual, é muito mais prático e seguro. 
#gjp9store 
https://t.co/PW5MIwoUQV https://t.co/6iIXmfTxrn",1
"@RebeccaOficial Eita que eu tava ansioso pra esse #MeuSegredo, quer dizer, NOSSO segredo ser revelado! Felizes estou eu e toda a firma @RebeccaOficial 😍 Quero saber de todo mundo usando o Nativa SPA Morango Ruby hein?👀",1
Eu sou louca por cheiro é a nativaSPA não se cansa de me deixar louca,1
"Gente, o que foi o Louro Mané todo de vermelho com Nativa SPA Morango Ruby? 😍🥰🍓✨ https://t.co/BzGtdugB7g",1
"@lanalluiza Ai, o Nativa Spa é tudo mesmo! Sou apaixonado também... 🥰",1
body splash de baunilha real da nativa spa é o maior q existe e só minha opinião importa,1
"Eu amo as coisas da linha nativa SPA, principalmente os esfoliantes.
Tenho um de cafeína e oto de morango ,muito bons e os hidratantes tbm",1
"Reparei que tenho quase todos os produtos possíveis da linha de ameixa da Nativaspa da oboti 🥳 óleos, cremes, perfumes, sabonetes kkkkkkj",1
"Kit Nativa Spa Flor De Ameixa

R$79,90 em 3x

⚡Link: https://t.co/VhXX5miPvw https://t.co/MNiuT8OL5A",0
"Kit Nativa Spa Flor De Ameixa 💖

🔥 R$ 79,90 em até 3x de R$ 26,63

➡️ Compre aqui: https://t.co/lp6wD8VIvN

#PromoBugs #OBoticario https://t.co/BPTwfjf3pK",0
"#promoção #oferta 

💵 Por: R$ 79,90 
🛒 Link: https://t.co/PTAGmu9Oaa 
Kit Nativa Spa Flor De Ameixa https://t.co/O2geL782zW",0
vi no @enjoei: Óleo Precioso Multibenefícios para Pele e Cabelo Nativa SPA Jasmim Sambac 50ml https://t.co/AWjLiiny2I,0
"Ja passei meu creme nativa spa, botei o pijama do pica pau, n quero mais sair de casa",1
"adoraria ganhar o kit nativa spa de amaixa negra
quem quiser me presentear chama dm",0
nativa spa de ameixa é vida namoral..🤤🤍🥰 q cheiroso.,1
Agora tem Nativa SPA Morango e eu tô 😍😍😍😍🥰🥰🥰🥰🥰,1
"Novidades de Nativa SPA Morango Ruby 🍓 de @oBoticario
Confira o vídeo de Renata Fernandes! #TikTok https://t.co/W1orxjtHzt",0
@oBoticario quero que vcs voltem imediatamente com a linha senses da nativa spa!!!! o meu finalmente acabou e O QUE VOU FAZER DA MINHA VIDA HEIN,-1
"@bibdentinho Eu tô variando entre o florata, o de ameixa da nativa SPA e o da vaquinha na linha cuide-se bem",0
@matfurt Às vezes a pessoa se atrasou pq tava hidratando o cabelo fazendo a barba e se umectando em creme da Nativa SPA pra chegar bonitinho e cheiroso pro compromisso contigo vc já pensou nisso matfurt? https://t.co/PTJQHVqEoN,0
vou comprar toda linha da nativa spa morango ruby estou tão ansioso,1
"Quinoa Nativa Spa tem um cheiro maravilhoso de Baunilha, flores brancas e o fundo amadeirado. Cheiro de negrona demais caralhooooooo https://t.co/KwkpjL0EFF",1
Quero comprar nativa spa Morango e Ruby https://t.co/3GGnoQQhn1,0
só queria ganhar o kit NativaSPA Ameixa,0
Ganhei um Lily e um NativaSpa de presente do dia dos namorados.😆🥰,1
@leaozinha1993 Que tal surpreender seu amor com o Kit Nativa SPA Ameixa Negra? Carol vai ficar mais cheirosa ainda! Ele traz 3 itens e ainda conta com uma embalagem temática que deixa esse presente ainda mais especial. Confira: https://t.co/F0GXqA7yNE . 🥰💚,0
@oBoticario @queenxblack Q seje o de nativa SPA de morango,0
nativa spa de morango é TÃO bom,1
Novo nativa SPA é maravilhoso 😍❤️,1
Dona @oBoticario bem que poderia me mandar um mimo do nativa spa morango ruby pra eu sentir o cheirinho né 🥺,0
@chifredajude to pensando em um da nativa spa,0
doidinha por um kit da nativaSPA,1
huuuummmm cheirinho de nativaSPA de Karité. https://t.co/pitrsuUw5o,1
@fuIlmetalpanic é o rosé da linha nativa spa!!! juro mari é um cheirinho de rosas misturado com talco da uma surra em muito perfume e fixa muito,1
quem gosta de morango vai amar a linha nova da nativa spa de morango ruby,0
Mil vezes um nativa SPA do que um lily,0
"""eu uso um creme q deixa ele doidooo""
corta pro cara lambendo e falando hmmm delícia esse seu nativa spa ameixa negra to biluteteia",1
a nova linha da nativa spa de morango ruby é muito boa e o cachepô é lindo :(,1
"Comprei o floratta red, mas já quero trocar pelo meu perfume 😭",-1
"Quero um Floratta red e Luiz Fernando não quer me dar, mas ele me pediu um Angel né 🙄",-1
"Histórias não expõem as causas
E o amor pode dar pausas
As coisas complicam até pra quem disfarça
Restaram lembranças e cartas
Confesso, a saudade ataca
E eu até lembro que teu perfume é o Floratta",0
como q eu fico sem meu cheirinho de floratta red 😞😞😞,-1
qual vai ser meu amigo querido que vai me dar um floratta red de aniversário hein,0
"Floratta My Blue Desodorante Colônia 75ml

R$86,90 em 4x

⚡Link: https://t.co/AngN2flrXO https://t.co/PzS1K2Y1BI",0
@FontinsMel @NaluizaNovo Floratta é maravilhoso tb,1
o hidratante do floratta é mt bom passei cedo e tá até agora o cheiro na pele,1
"metade dessa trend de ""vc x seu cheiro"" tem good girl ou floratta red",0
@goovbf eu uso floratta rosé e um da capricho que é mais doce,0
@stalinslau @diegogogolboy adoro mulheres que usam floratta,1
"Já ganhei alguns presentes, incluindo meu floratta 🥺🥺",1
Amo o meu floratta kkkk,1
Naonde eu vou usar meu floratta blue pra ir ao pátio eu ein,0
floratta azul tem mto cheiro de planta,0
comprei um floratta red me rendi aos padrões,0
"minhas amigas comentando meu story dizendo q floratta red e lily são cheiros de mulher vagabunda, i eu sou exatamente oq?!",0
"pedi geo e hidratante da floratta pra mim e kit de perfume/hidratante pra jhu, tô me derramando.😰",1
@tebecas balança uma árvore cai 500 usuárias de floratta red,0
floratta é perfume de mulher que não presta.,0
"@fernandop1ne @zattata_ HAHAHAHAHAHA socorro
Eu não sei se eu passei o Up ou o Floratta Red, mas era um desses",0
comprei um floratta red 🤤,1
"#promoção #oferta 

💵 Por: R$ 86,90 
🛒 Link: https://t.co/4WcoSdaIZf 
Floratta Flores Secretas Desodorante Colônia 75ml https://t.co/k2ErsHhaIV",0
"peguei um perfume e um body spray do floratta red, esqueça tudo",1
descobrindo que metade das mulheres do meu insta usam floratta red ou algum coffee,0
Será que aquele floratta red e bom ?,0
@jenlichurose eh o floratta q vc usa? pq se for vc vai jogar fora,-1
A noite de sexta com a festa mais linda . 15 anos  Isa.  Festa linda. @luegilalonso @topdjfredd @fla_silvestre_cerimonialista em Mansão Floratta https://t.co/hhShiMAP3P,0
n gostei nd do cheiro do hidratante floratta,-1
Meu floratta Red acabou e eu tô doida sem meu queridinho 🥺,-1
"meu Floratta acabou, talvez eu esteja um pouquinho triste mas só talvez",-1
As Muié tudo usando Floratta,0
"Montagem concluída para o evento de hj . A uma noite linda, para uma festa perfeita . @luegilalonso @topdjfredd @mansaofloratta @fla_silvestre_cerimonialista @onixrobooficial em Mansão Floratta https://t.co/2Xmq9BmGht",0
noite boa pra acabar no floratta,0
"Bia vc comprou o floratta my blue só por causa da propaganda com Bridgertons?

Sim!",0
"@aszucatti Parece eu tentando trocar depois do floratta, o meu acabou agora e eu tô no impasse de comprar o mesmo ou trocar",0
Eu quero o floratta red,0
Mulher que usa Floratta &gt;&gt;&gt;&gt;&gt;,1
Excluindo da minha lista de possíveis affairs todas aquelas que estão postando que seu cheiro é floratta pq minha madrasta usa esse perfume e e eu peguei nojo,-1
Só queria alguém que me desse um Floratta red 😭,-1
"Comprei o perfume e o óleo do floratta red, tô simplesmente apaixonada cheirinho igual do good girl real ❤",1
meu floratta deixa rastro KKKKKK eu amo pqp,1
"essa porra eh igualzinho o good girl e o Floratta red kkkkk to me sentindo uma palhaça, pelo menos é gostoso, porem nao tem cheiro de morango 💀💀💀💀💀 https://t.co/KRLJEgs52p",-1
"@wwwwmlna Poxa, Pan! Estão rolando diversas promoções no site Boti, mas no momento a linha Floratta Red não está participando desses descontos, fica de olho no site para não perder as novidades! ☺️",0
"Pelamor de Jesus, sempre que eu tô com crise de enxaqueca surgem 3 pessoas com um Floratta diferente do meu lado.",-1
"floratta Red hmmm, vou ter q dar o Gold p lembrar de mim toda vez q for usar kkkkkk",1
assinei 4 fileiras na rifa e não ganhei meu Floratta,-1
@tirocertu mas amg esse floratta azul é muitoooo ruim,-1
"@MissEIIa eu comprei o floratta red e gostei muito, mas quero um importado também aí tava pensando nesse",1
saudade de usar floratta,1
"@sourmilk__ eu amo, comecei a usar o de quinoa ai ele acabou e comecei a usar esse da floratta mas era mt bom tb ai comprei o de ameixa e quinoa e ele pra nunca passar vontade de nenhum
ELES SÃO PERFEITOS NA VDD",1
@T43HYULY cheirinho de Floratta kkk,0
"Comprei meu perfume preferido, floratta Gold e o hidratante lilly. Bem cheirosa 🥰",1
"Confira esse produto: 

Floratta Flores Secretas Desodorante Colônia 75ml.

 https://t.co/QlNENwo06g",0
"Confira esse produto: 

Floratta My Blue Desodorante Colônia 75ml.

 https://t.co/EiM9n4tdu8",0
desculpa mas não faço amizade com meninas que usam Floratta MKKKK,-1
"Ganhei um floratta e eu só consigo lembrar da época da Castro, anos que eu não usava aiiin 🥺",1
@sirizinhasiq de vdd tem uns floratta que são bem bons n sei se tu gosta,1
"Como assim minha mãe morreu?
Como assim eu nunca mais vou ver ela andando pela casa gritando porque a casa não tá arrumada do jeito dela?
Como assim eu não vou mais passar mal de tanto espirrar por causa do cheiro forte do Floratta que ela usava?
Como assim caralho? 😭😭😭😭😭💔",-1
"Hidratante da floratta e o perfume são muito bom, amoo🥰🤞",1
NSS EU AMO MEU FLORATTA RED,1
"Tô de floratta, esqueça Kkkkkkk 
Que mina gostosa e cheirosa (essa hein, pqp.(aé sou eu)",1
passei um tiquinho do floratta blue no meu braço e o cheiro simplesmente não sai,0
gente qual melhor Floratta Red ou coffe,0
"#promoção #oferta  [Parcelado] Combo Floratta My Blue: Loção Corporal 200ml + Desodorante - R$ 130,80  #beleza #saude https://t.co/5qMyEN8EVV",0
ganhei o floratta red de presente ❤,1
"#promoção #oferta  [Parcelado] Combo Floratta Flores Secretas: Desodorante Colônia + - R$ 130,80  #beleza #saude https://t.co/NVKUBk0NCY",0
"A mulher esbarrou em mim e eu fiquei com o cheiro dela e agora sentindo esse pergunta, e ainda por cima é o Floratta Gold, odeio 🤮🤮🤮🤮🤮",-1
meu floratta acabou :(,-1
@a4lanaa Floratta red perfume de quem é pilantrinha kkkk,-1
"📦 Frete Grátis 🇧🇷
Combo Floratta My Blue: Loção Corporal 200ml + Body Spray 100ml + Desodorante Colônia 75ml
🔥 R$ 160 em até 8x
🛒 https://t.co/h2YUvKSrdX https://t.co/hg1xx1I0p4",0
aceito de presente de aniv um floratta red ou o una senses 😘,0
comprei o floratta Red vermelho e me deu até dor de cabeça do quanto ele é forte kkkkk,-1
nois já sabe que não vale nada pelo cheiro do floratta,0
GENTEEEEEEE o perfume floratta my blue é bom???,1
ganhei um floratta red da minha equipe 🤧🥹,1
@mennamora Sexta tem SENTADONA (no floratta) vai ter quentão e muito funk !!! Boraaa Gabi,0
"floratta tá com um desconto enorme mas ainda não recebi, q odiooo",-1
Comprei Floratta Red pq se parece com o Good Girl (nao conheço esse perfume) https://t.co/szplw2PBbb,0
"de todos os perfumes do mundo que eu já provei, de todos os importados caros, eu continuo dizendo que o meu preferido é um Floratta",0
"@y2k_bia Não fica triste! 😢Vem realizar sua primeira compra no site e garantir um floratta novinho com 20% de desconto, é só usar o cupom: BEMVINDO20. 🥰",0
@annegabr_ Qual da linha floratta é o seu favorito? Conta pra mim! 🥰,0
"@eurayca_ Sinestesia: amo! 
Floratta blue: amo mais ainda! 🥰",1
Mulheres que usam floratta vermelho eu odeio vocês,-1
smp que tô triste eu lembro q o nelson acho q a festa sentadona no floratta era da luisa sonza kkkk,-1
"@eupaolla_xv primeiramente, tu usa floratta",0
@Quequeh0uve floratta flores secretas,0
@tchaba_4 O meu é o floratta!,0
"Floratta blue consegue ter literalmente cheiro de azul. Sempre q eu cheiro aquele perfume eu lembro da cor azul, acho muito sinistro",0
"@BereniceChatice Eu posso te dar um spoiler? 👀 Você vai se apaixonar no Floratta My Blue, viu? 🤭💚 Pois, traz uma fragrância inovadora, e explora um blend de Musks aliado a cremosidade do Sândalo e a floralidade e sofisticação da Íris! Corre no site ou App, para aproveitar a promo dele! 🥰",0
E eu que comentei esses dias com a minha chefe que precisava comprar um perfume e hoje ela simplesmente ME DEU um FLORATTA 🥹😍,1
"Floratta Flores Secretas Desodorante Colônia 75ml

R$86,90 em 4x + frete grátis

🏷️Cupom: FRETEGRATIS

⚡Link: https://t.co/Y5Lwvlzfw5 https://t.co/dHpiZrwJaB",0
"#promoção #oferta 

💵 Por: R$ 86,90 
🛒 Link: https://t.co/4WcoSdaIZf 
Floratta Flores Secretas Desodorante Colônia 75ml https://t.co/3EBKjTPhAH",0
meu floratta red acabou estou mt triste,-1
vou ganhar o floratta rose e o hidratante https://t.co/mFf6r9tmlk,1
"@rerebapy mlr eh meu perfume fav né, floratta eh TUDO! comprei o azul novo &gt;&gt;&gt;&gt; perfeição",1
Só queria Floratta Blue 🥰,0
@eisincera aquele cheirinho de floratta que quando eu sinto eu já fico olhando procurando,0
"simplesmente floratta red c o mesmo cheiro do good girl e mais em conta, como n amar?",1
"e vou criar pra minha mãe também, aí pego o floratta blue mais baratinho",0
"Esse cheiro de Floratta me persegue, pf parem de usar Floratta red",-1
"@jhennichristie Sinto muito por isso. É muito importante a sua opinião em relação aos produtos! Vou compartilhar o seu feedback com o time, tá bom? Vc já o conhece o Floratta Fleur Suprême é uma fragrância floral Chipre super sofisticado! 🥰 Dá uma passadinha na loja pra conhecer! 😉",0
@ngoncalvess_ Depois me conta tudo da experiência com o Floratta! Tá gostando? 🥰,0
"@EuBia_bjs O cheirinho cremoso, florido e marcante do Floratta Blue! Tudo né?😍",1
@Daniih60 O cheirinho do amor tá no ar! O Floratta segue fazendo absolutamente tudo! 🥰,1
